Site,Date,Flow
War Eagle Creek,2014-07-17,13
War Eagle Creek,2014-07-18,12
War Eagle Creek,2014-07-19,12
War Eagle Creek,2014-07-20,12
War Eagle Creek,2014-07-21,11
War Eagle Creek,2014-07-22,11
War Eagle Creek,2014-07-23,11
War Eagle Creek,2014-07-24,10
War Eagle Creek,2014-07-25,9.7
War Eagle Creek,2014-07-26,9.2
War Eagle Creek,2014-07-27,8.4
War Eagle Creek,2014-07-28,7.5
War Eagle Creek,2014-07-29,6.7
War Eagle Creek,2014-07-30,7.6
War Eagle Creek,2014-07-31,11
War Eagle Creek,2014-08-01,11
War Eagle Creek,2014-08-02,11
War Eagle Creek,2014-08-03,11
War Eagle Creek,2014-08-04,8.9
War Eagle Creek,2014-08-05,7.6
War Eagle Creek,2014-08-06,6.9
War Eagle Creek,2014-08-07,8.3
War Eagle Creek,2014-08-08,9.6
War Eagle Creek,2014-08-09,10
War Eagle Creek,2014-08-10,10
War Eagle Creek,2014-08-11,9.1
War Eagle Creek,2014-08-12,8.6
War Eagle Creek,2014-08-13,12
War Eagle Creek,2014-08-14,10
War Eagle Creek,2014-08-15,8.6
War Eagle Creek,2014-08-16,7.7
War Eagle Creek,2014-08-17,9.4
War Eagle Creek,2014-08-18,228
War Eagle Creek,2014-08-19,259
War Eagle Creek,2014-08-20,64
War Eagle Creek,2014-08-21,32
War Eagle Creek,2014-08-22,23
War Eagle Creek,2014-08-23,19
War Eagle Creek,2014-08-24,17
War Eagle Creek,2014-08-25,15
War Eagle Creek,2014-08-26,14
War Eagle Creek,2014-08-27,13
War Eagle Creek,2014-08-28,12
War Eagle Creek,2014-08-29,12
War Eagle Creek,2014-08-30,12
War Eagle Creek,2014-08-31,13
War Eagle Creek,2014-09-01,13
War Eagle Creek,2014-09-02,21
War Eagle Creek,2014-09-03,27
War Eagle Creek,2014-09-04,23
War Eagle Creek,2014-09-05,20
War Eagle Creek,2014-09-06,19
War Eagle Creek,2014-09-07,17
War Eagle Creek,2014-09-08,15
War Eagle Creek,2014-09-09,14
War Eagle Creek,2014-09-10,13
War Eagle Creek,2014-09-11,15
War Eagle Creek,2014-09-12,15
War Eagle Creek,2014-09-13,16
War Eagle Creek,2014-09-14,15
War Eagle Creek,2014-09-15,15
War Eagle Creek,2014-09-16,14
War Eagle Creek,2014-09-17,15
War Eagle Creek,2014-09-18,14
War Eagle Creek,2014-09-19,14
War Eagle Creek,2014-09-20,14
War Eagle Creek,2014-09-21,13
War Eagle Creek,2014-09-22,12
War Eagle Creek,2014-09-23,12
War Eagle Creek,2014-09-24,12
War Eagle Creek,2014-09-25,11
War Eagle Creek,2014-09-26,11
War Eagle Creek,2014-09-27,11
War Eagle Creek,2014-09-28,11
War Eagle Creek,2014-09-29,11
War Eagle Creek,2014-09-30,10
War Eagle Creek,2014-10-01,10
War Eagle Creek,2014-10-02,13
War Eagle Creek,2014-10-03,35
War Eagle Creek,2014-10-04,33
War Eagle Creek,2014-10-05,22
War Eagle Creek,2014-10-06,19
War Eagle Creek,2014-10-07,17
War Eagle Creek,2014-10-08,16
War Eagle Creek,2014-10-09,15
War Eagle Creek,2014-10-10,75
War Eagle Creek,2014-10-11,726
War Eagle Creek,2014-10-12,742
War Eagle Creek,2014-10-13,1720
War Eagle Creek,2014-10-14,1600
War Eagle Creek,2014-10-15,807
War Eagle Creek,2014-10-16,539
War Eagle Creek,2014-10-17,406
War Eagle Creek,2014-10-18,307
War Eagle Creek,2014-10-19,221
War Eagle Creek,2014-10-20,171
War Eagle Creek,2014-10-21,139
War Eagle Creek,2014-10-22,114
War Eagle Creek,2014-10-23,96
War Eagle Creek,2014-10-24,81
War Eagle Creek,2014-10-25,70
War Eagle Creek,2014-10-26,62
War Eagle Creek,2014-10-27,55
War Eagle Creek,2014-10-28,52
War Eagle Creek,2014-10-29,48
War Eagle Creek,2014-10-30,45
War Eagle Creek,2014-10-31,43
War Eagle Creek,2014-11-01,40
War Eagle Creek,2014-11-02,39
War Eagle Creek,2014-11-03,38
War Eagle Creek,2014-11-04,53
War Eagle Creek,2014-11-05,175
War Eagle Creek,2014-11-06,391
War Eagle Creek,2014-11-07,269
War Eagle Creek,2014-11-08,182
War Eagle Creek,2014-11-09,132
War Eagle Creek,2014-11-10,99
War Eagle Creek,2014-11-11,75
War Eagle Creek,2014-11-12,56
War Eagle Creek,2014-11-13,43
War Eagle Creek,2014-11-14,36
War Eagle Creek,2014-11-15,31
War Eagle Creek,2014-11-16,28
War Eagle Creek,2014-11-17,25
War Eagle Creek,2014-11-18,21
War Eagle Creek,2014-11-19,19
War Eagle Creek,2014-11-20,16
War Eagle Creek,2014-11-21,15
War Eagle Creek,2014-11-22,14
War Eagle Creek,2014-11-23,17
War Eagle Creek,2014-11-24,24
War Eagle Creek,2014-11-25,41
War Eagle Creek,2014-11-26,47
War Eagle Creek,2014-11-27,38
War Eagle Creek,2014-11-28,33
War Eagle Creek,2014-11-29,30
War Eagle Creek,2014-11-30,27
War Eagle Creek,2014-12-01,25
War Eagle Creek,2014-12-02,23
War Eagle Creek,2014-12-03,21
War Eagle Creek,2014-12-04,21
War Eagle Creek,2014-12-05,24
War Eagle Creek,2014-12-06,65
War Eagle Creek,2014-12-07,119
War Eagle Creek,2014-12-08,97
War Eagle Creek,2014-12-09,76
War Eagle Creek,2014-12-10,60
War Eagle Creek,2014-12-11,51
War Eagle Creek,2014-12-12,44
War Eagle Creek,2014-12-13,39
War Eagle Creek,2014-12-14,35
War Eagle Creek,2014-12-15,116
War Eagle Creek,2014-12-16,402
War Eagle Creek,2014-12-17,258
War Eagle Creek,2014-12-18,465
War Eagle Creek,2014-12-19,508
War Eagle Creek,2014-12-20,370
War Eagle Creek,2014-12-21,285
War Eagle Creek,2014-12-22,228
War Eagle Creek,2014-12-23,192
War Eagle Creek,2014-12-24,167
War Eagle Creek,2014-12-25,142
War Eagle Creek,2014-12-26,117
War Eagle Creek,2014-12-27,89
War Eagle Creek,2014-12-28,84
War Eagle Creek,2014-12-29,83
War Eagle Creek,2014-12-30,73
War Eagle Creek,2014-12-31,62
War Eagle Creek,2015-01-01,53
War Eagle Creek,2015-01-02,55
War Eagle Creek,2015-01-03,1380
War Eagle Creek,2015-01-04,1340
War Eagle Creek,2015-01-05,642
War Eagle Creek,2015-01-06,465
War Eagle Creek,2015-01-07,368
War Eagle Creek,2015-01-08,277
War Eagle Creek,2015-01-09,226
War Eagle Creek,2015-01-10,181
War Eagle Creek,2015-01-11,153
War Eagle Creek,2015-01-12,142
War Eagle Creek,2015-01-13,127
War Eagle Creek,2015-01-14,105
War Eagle Creek,2015-01-15,92
War Eagle Creek,2015-01-16,81
War Eagle Creek,2015-01-17,72
War Eagle Creek,2015-01-18,65
War Eagle Creek,2015-01-19,57
War Eagle Creek,2015-01-20,51
War Eagle Creek,2015-01-21,46
War Eagle Creek,2015-01-22,42
War Eagle Creek,2015-01-23,38
War Eagle Creek,2015-01-24,36
War Eagle Creek,2015-01-25,34
War Eagle Creek,2015-01-26,34
War Eagle Creek,2015-01-27,32
War Eagle Creek,2015-01-28,30
War Eagle Creek,2015-01-29,29
War Eagle Creek,2015-01-30,27
War Eagle Creek,2015-01-31,25
War Eagle Creek,2015-02-01,28
War Eagle Creek,2015-02-02,30
War Eagle Creek,2015-02-03,31
War Eagle Creek,2015-02-04,31
War Eagle Creek,2015-02-05,29
War Eagle Creek,2015-02-06,27
War Eagle Creek,2015-02-07,26
War Eagle Creek,2015-02-08,25
War Eagle Creek,2015-02-09,24
War Eagle Creek,2015-02-10,23
War Eagle Creek,2015-02-11,23
War Eagle Creek,2015-02-12,22
War Eagle Creek,2015-02-13,21
War Eagle Creek,2015-02-14,20
War Eagle Creek,2015-02-15,20
War Eagle Creek,2015-02-16,21
War Eagle Creek,2015-02-17,22
War Eagle Creek,2015-02-18,22
War Eagle Creek,2015-02-19,19
War Eagle Creek,2015-02-20,19
War Eagle Creek,2015-02-21,47
War Eagle Creek,2015-02-22,449
War Eagle Creek,2015-02-23,348
War Eagle Creek,2015-02-24,239
War Eagle Creek,2015-02-25,195
War Eagle Creek,2015-02-26,169
War Eagle Creek,2015-02-27,131
War Eagle Creek,2015-02-28,103
War Eagle Creek,2015-03-01,99
War Eagle Creek,2015-03-02,158
War Eagle Creek,2015-03-03,257
War Eagle Creek,2015-03-04,709
War Eagle Creek,2015-03-05,1390
War Eagle Creek,2015-03-06,830
War Eagle Creek,2015-03-07,829
War Eagle Creek,2015-03-08,742
War Eagle Creek,2015-03-09,581
War Eagle Creek,2015-03-10,976
War Eagle Creek,2015-03-11,915
War Eagle Creek,2015-03-12,629
War Eagle Creek,2015-03-13,671
War Eagle Creek,2015-03-14,4240
War Eagle Creek,2015-03-15,2090
War Eagle Creek,2015-03-16,1160
War Eagle Creek,2015-03-17,804
War Eagle Creek,2015-03-18,666
War Eagle Creek,2015-03-19,914
War Eagle Creek,2015-03-20,721
War Eagle Creek,2015-03-21,587
War Eagle Creek,2015-03-22,505
War Eagle Creek,2015-03-23,458
War Eagle Creek,2015-03-24,400
War Eagle Creek,2015-03-25,358
War Eagle Creek,2015-03-26,2320
War Eagle Creek,2015-03-27,1600
War Eagle Creek,2015-03-28,906
War Eagle Creek,2015-03-29,653
War Eagle Creek,2015-03-30,515
War Eagle Creek,2015-03-31,429
War Eagle Creek,2015-04-01,377
War Eagle Creek,2015-04-02,339
War Eagle Creek,2015-04-03,287
War Eagle Creek,2015-04-04,243
War Eagle Creek,2015-04-05,205
War Eagle Creek,2015-04-06,204
War Eagle Creek,2015-04-07,189
War Eagle Creek,2015-04-08,163
War Eagle Creek,2015-04-09,143
War Eagle Creek,2015-04-10,132
War Eagle Creek,2015-04-11,125
War Eagle Creek,2015-04-12,102
War Eagle Creek,2015-04-13,94
War Eagle Creek,2015-04-14,418
War Eagle Creek,2015-04-15,423
War Eagle Creek,2015-04-16,374
War Eagle Creek,2015-04-17,303
War Eagle Creek,2015-04-18,253
War Eagle Creek,2015-04-19,230
War Eagle Creek,2015-04-20,320
War Eagle Creek,2015-04-21,317
War Eagle Creek,2015-04-22,235
War Eagle Creek,2015-04-23,190
War Eagle Creek,2015-04-24,276
War Eagle Creek,2015-04-25,263
War Eagle Creek,2015-04-26,176
War Eagle Creek,2015-04-27,131
War Eagle Creek,2015-04-28,107
War Eagle Creek,2015-04-29,89
War Eagle Creek,2015-04-30,74
War Eagle Creek,2015-05-01,62
War Eagle Creek,2015-05-02,52
War Eagle Creek,2015-05-03,44
War Eagle Creek,2015-05-04,40
War Eagle Creek,2015-05-05,35
War Eagle Creek,2015-05-06,33
War Eagle Creek,2015-05-07,30
War Eagle Creek,2015-05-08,31
War Eagle Creek,2015-05-09,35
War Eagle Creek,2015-05-10,936
War Eagle Creek,2015-05-11,6670
War Eagle Creek,2015-05-12,1990
War Eagle Creek,2015-05-13,871
War Eagle Creek,2015-05-14,562
War Eagle Creek,2015-05-15,432
War Eagle Creek,2015-05-16,350
War Eagle Creek,2015-05-17,2520
War Eagle Creek,2015-05-18,1400
War Eagle Creek,2015-05-19,670
War Eagle Creek,2015-05-20,1040
War Eagle Creek,2015-05-21,1140
War Eagle Creek,2015-05-22,589
War Eagle Creek,2015-05-23,460
War Eagle Creek,2015-05-24,2360
War Eagle Creek,2015-05-25,6140
War Eagle Creek,2015-05-26,2420
War Eagle Creek,2015-05-27,1270
War Eagle Creek,2015-05-28,1210
War Eagle Creek,2015-05-29,738
War Eagle Creek,2015-05-30,3400
War Eagle Creek,2015-05-31,1850
War Eagle Creek,2015-06-01,1010
War Eagle Creek,2015-06-02,647
War Eagle Creek,2015-06-03,473
War Eagle Creek,2015-06-04,355
War Eagle Creek,2015-06-05,255
War Eagle Creek,2015-06-06,186
War Eagle Creek,2015-06-07,142
War Eagle Creek,2015-06-08,107
War Eagle Creek,2015-06-09,80
War Eagle Creek,2015-06-10,61
War Eagle Creek,2015-06-11,47
War Eagle Creek,2015-06-12,38
War Eagle Creek,2015-06-13,33
War Eagle Creek,2015-06-14,49
War Eagle Creek,2015-06-15,826
War Eagle Creek,2015-06-16,3200
War Eagle Creek,2015-06-17,1050
War Eagle Creek,2015-06-18,588
War Eagle Creek,2015-06-19,3490
War Eagle Creek,2015-06-20,1790
War Eagle Creek,2015-06-21,748
War Eagle Creek,2015-06-22,464
War Eagle Creek,2015-06-23,312
War Eagle Creek,2015-06-24,204
War Eagle Creek,2015-06-25,143
War Eagle Creek,2015-06-26,111
War Eagle Creek,2015-06-27,403
War Eagle Creek,2015-06-28,191
War Eagle Creek,2015-06-29,112
War Eagle Creek,2015-06-30,76
White River,2009-07-01,34
White River,2009-07-02,29
White River,2009-07-03,78
White River,2009-07-04,92
White River,2009-07-05,91
White River,2009-07-06,46
White River,2009-07-07,26
White River,2009-07-08,18
White River,2009-07-09,15
White River,2009-07-10,12
White River,2009-07-11,6.2
White River,2009-07-12,6.8
White River,2009-07-13,6
White River,2009-07-14,5.7
White River,2009-07-15,3.5
White River,2009-07-16,3.2
White River,2009-07-17,3
White River,2009-07-18,2.9
White River,2009-07-19,2.8
White River,2009-07-20,5.6
White River,2009-07-21,90
White River,2009-07-22,38
White River,2009-07-23,9.6
White River,2009-07-24,5.1
White River,2009-07-25,3.5
White River,2009-07-26,3.2
White River,2009-07-27,4.3
White River,2009-07-28,4.3
White River,2009-07-29,3.2
White River,2009-07-30,85
White River,2009-07-31,87
White River,2009-08-01,37
White River,2009-08-02,18
White River,2009-08-03,7.1
White River,2009-08-04,3.8
White River,2009-08-05,69
White River,2009-08-06,447
White River,2009-08-07,76
White River,2009-08-08,23
White River,2009-08-09,8.3
White River,2009-08-10,11
White River,2009-08-11,84
White River,2009-08-12,33
White River,2009-08-13,16
White River,2009-08-14,7.3
White River,2009-08-15,6.1
White River,2009-08-16,4.6
White River,2009-08-17,3.1
White River,2009-08-18,3.1
White River,2009-08-19,7.4
White River,2009-08-20,245
White River,2009-08-21,391
White River,2009-08-22,184
White River,2009-08-23,116
White River,2009-08-24,82
White River,2009-08-25,54
White River,2009-08-26,36
White River,2009-08-27,25
White River,2009-08-28,126
White River,2009-08-29,112
White River,2009-08-30,51
White River,2009-08-31,21
White River,2009-09-01,13
White River,2009-09-02,64
White River,2009-09-03,77
White River,2009-09-04,40
White River,2009-09-05,249
White River,2009-09-06,336
White River,2009-09-07,173
White River,2009-09-08,118
White River,2009-09-09,111
White River,2009-09-10,501
White River,2009-09-11,443
White River,2009-09-12,302
White River,2009-09-13,230
White River,2009-09-14,197
White River,2009-09-15,183
White River,2009-09-16,723
White River,2009-09-17,1020
White River,2009-09-18,719
White River,2009-09-19,524
White River,2009-09-20,415
White River,2009-09-21,440
White River,2009-09-22,10200
White River,2009-09-23,1990
White River,2009-09-24,1150
White River,2009-09-25,856
White River,2009-09-26,677
White River,2009-09-27,557
White River,2009-09-28,460
White River,2009-09-29,370
White River,2009-09-30,295
White River,2009-10-01,245
White River,2009-10-02,224
White River,2009-10-03,174
White River,2009-10-04,145
White River,2009-10-05,118
White River,2009-10-06,192
White River,2009-10-07,150
White River,2009-10-08,1000
White River,2009-10-09,22800
White River,2009-10-10,3820
White River,2009-10-11,1840
White River,2009-10-12,1330
White River,2009-10-13,2730
White River,2009-10-14,2950
White River,2009-10-15,1770
White River,2009-10-16,1270
White River,2009-10-17,980
White River,2009-10-18,792
White River,2009-10-19,671
White River,2009-10-20,574
White River,2009-10-21,502
White River,2009-10-22,987
White River,2009-10-23,1790
White River,2009-10-24,1200
White River,2009-10-25,932
White River,2009-10-26,895
White River,2009-10-27,1570
White River,2009-10-28,1550
White River,2009-10-29,2250
White River,2009-10-30,7510
White River,2009-10-31,2530
White River,2009-11-01,1620
White River,2009-11-02,1220
White River,2009-11-03,967
White River,2009-11-04,797
White River,2009-11-05,672
White River,2009-11-06,586
White River,2009-11-07,518
White River,2009-11-08,461
White River,2009-11-09,410
White River,2009-11-10,367
White River,2009-11-11,330
White River,2009-11-12,298
White River,2009-11-13,273
White River,2009-11-14,250
White River,2009-11-15,247
White River,2009-11-16,866
White River,2009-11-17,702
White River,2009-11-18,564
White River,2009-11-19,485
White River,2009-11-20,437
White River,2009-11-21,421
White River,2009-11-22,385
White River,2009-11-23,354
White River,2009-11-24,368
White River,2009-11-25,406
White River,2009-11-26,360
White River,2009-11-27,328
White River,2009-11-28,310
White River,2009-11-29,300
White River,2009-11-30,313
White River,2009-12-01,289
White River,2009-12-02,267
White River,2009-12-03,250
White River,2009-12-04,228
White River,2009-12-05,206
White River,2009-12-06,194
White River,2009-12-07,182
White River,2009-12-08,203
White River,2009-12-09,264
White River,2009-12-10,262
White River,2009-12-11,237
White River,2009-12-12,231
White River,2009-12-13,228
White River,2009-12-14,218
White River,2009-12-15,205
White River,2009-12-16,188
White River,2009-12-17,175
White River,2009-12-18,166
White River,2009-12-19,159
White River,2009-12-20,155
White River,2009-12-21,145
White River,2009-12-22,141
White River,2009-12-23,148
White River,2009-12-24,664
White River,2009-12-25,3120
White River,2009-12-26,1570
White River,2009-12-27,1140
White River,2009-12-28,890
White River,2009-12-29,756
White River,2009-12-30,696
White River,2009-12-31,712
White River,2010-01-01,650
White River,2010-01-02,570
White River,2010-01-03,523
White River,2010-01-04,473
White River,2010-01-05,416
White River,2010-01-06,386
White River,2010-01-07,360
White River,2010-01-08,334
White River,2010-01-09,308
White River,2010-01-10,282
White River,2010-01-11,256
White River,2010-01-12,233
White River,2010-01-13,222
White River,2010-01-14,222
White River,2010-01-15,228
White River,2010-01-16,239
White River,2010-01-17,233
White River,2010-01-18,216
White River,2010-01-19,200
White River,2010-01-20,211
White River,2010-01-21,1650
White River,2010-01-22,1050
White River,2010-01-23,835
White River,2010-01-24,1580
White River,2010-01-25,1260
White River,2010-01-26,973
White River,2010-01-27,805
White River,2010-01-28,713
White River,2010-01-29,1030
White River,2010-01-30,910
White River,2010-01-31,780
White River,2010-02-01,800
White River,2010-02-02,888
White River,2010-02-03,1050
White River,2010-02-04,1820
White River,2010-02-05,2830
White River,2010-02-06,2110
White River,2010-02-07,1530
White River,2010-02-08,1330
White River,2010-02-09,1170
White River,2010-02-10,950
White River,2010-02-11,844
White River,2010-02-12,776
White River,2010-02-13,760
White River,2010-02-14,728
White River,2010-02-15,650
White River,2010-02-16,574
White River,2010-02-17,529
White River,2010-02-18,489
White River,2010-02-19,458
White River,2010-02-20,432
White River,2010-02-21,710
White River,2010-02-22,1250
White River,2010-02-23,905
White River,2010-02-24,759
White River,2010-02-25,659
White River,2010-02-26,598
White River,2010-02-27,542
White River,2010-02-28,487
White River,2010-03-01,441
White River,2010-03-02,406
White River,2010-03-03,372
White River,2010-03-04,340
White River,2010-03-05,314
White River,2010-03-06,287
White River,2010-03-07,265
White River,2010-03-08,254
White River,2010-03-09,291
White River,2010-03-10,309
White River,2010-03-11,311
White River,2010-03-12,294
White River,2010-03-13,283
White River,2010-03-14,267
White River,2010-03-15,248
White River,2010-03-16,231
White River,2010-03-17,218
White River,2010-03-18,210
White River,2010-03-19,201
White River,2010-03-20,493
White River,2010-03-21,1680
White River,2010-03-22,2070
White River,2010-03-23,3770
White River,2010-03-24,3250
White River,2010-03-25,3270
White River,2010-03-26,2360
White River,2010-03-27,1620
White River,2010-03-28,1380
White River,2010-03-29,1110
White River,2010-03-30,932
White River,2010-03-31,791
White River,2010-04-01,691
White River,2010-04-02,723
White River,2010-04-03,1930
White River,2010-04-04,1370
White River,2010-04-05,1090
White River,2010-04-06,906
White River,2010-04-07,778
White River,2010-04-08,668
White River,2010-04-09,570
White River,2010-04-10,498
White River,2010-04-11,443
White River,2010-04-12,395
White River,2010-04-13,354
White River,2010-04-14,316
White River,2010-04-15,283
White River,2010-04-16,255
White River,2010-04-17,236
White River,2010-04-18,219
White River,2010-04-19,215
White River,2010-04-20,190
White River,2010-04-21,171
White River,2010-04-22,158
White River,2010-04-23,155
White River,2010-04-24,585
White River,2010-04-25,712
White River,2010-04-26,410
White River,2010-04-27,311
White River,2010-04-28,258
White River,2010-04-29,221
White River,2010-04-30,384
White River,2010-05-01,854
White River,2010-05-02,425
White River,2010-05-03,302
White River,2010-05-04,232
White River,2010-05-05,183
White River,2010-05-06,154
White River,2010-05-07,119
White River,2010-05-08,103
White River,2010-05-09,91
White River,2010-05-10,247
White River,2010-05-11,419
White River,2010-05-12,391
White River,2010-05-13,721
White River,2010-05-14,2700
White River,2010-05-15,7540
White River,2010-05-16,4390
White River,2010-05-17,2930
White River,2010-05-18,1680
White River,2010-05-19,1230
White River,2010-05-20,7420
White River,2010-05-21,3140
White River,2010-05-22,1780
White River,2010-05-23,1290
White River,2010-05-24,1000
White River,2010-05-25,1020
White River,2010-05-26,986
White River,2010-05-27,766
White River,2010-05-28,570
White River,2010-05-29,461
White River,2010-05-30,381
White River,2010-05-31,336
White River,2010-06-01,284
White River,2010-06-02,234
White River,2010-06-03,195
White River,2010-06-04,167
White River,2010-06-05,143
White River,2010-06-06,121
White River,2010-06-07,185
White River,2010-06-08,158
White River,2010-06-09,116
White River,2010-06-10,100
White River,2010-06-11,260
White River,2010-06-12,390
White River,2010-06-13,234
White River,2010-06-14,168
White River,2010-06-15,143
White River,2010-06-16,116
White River,2010-06-17,93
White River,2010-06-18,77
White River,2010-06-19,80
White River,2010-06-20,55
White River,2010-06-21,48
White River,2010-06-22,39
White River,2010-06-23,32
White River,2010-06-24,46
White River,2010-06-25,55
White River,2010-06-26,28
White River,2010-06-27,23
White River,2010-06-28,72
White River,2010-06-29,32
White River,2010-06-30,22
White River,2010-07-01,21
White River,2010-07-02,17
White River,2010-07-03,18
White River,2010-07-04,27
White River,2010-07-05,18
White River,2010-07-06,18
White River,2010-07-07,24
White River,2010-07-08,32
White River,2010-07-09,233
White River,2010-07-10,202
White River,2010-07-11,93
White River,2010-07-12,71
White River,2010-07-13,4710
White River,2010-07-14,776
White River,2010-07-15,404
White River,2010-07-16,1670
White River,2010-07-17,765
White River,2010-07-18,381
White River,2010-07-19,243
White River,2010-07-20,172
White River,2010-07-21,131
White River,2010-07-22,103
White River,2010-07-23,81
White River,2010-07-24,66
White River,2010-07-25,57
White River,2010-07-26,51
White River,2010-07-27,74
White River,2010-07-28,61
White River,2010-07-29,45
White River,2010-07-30,38
White River,2010-07-31,28
White River,2010-08-01,26
White River,2010-08-02,27
White River,2010-08-03,17
White River,2010-08-04,12
White River,2010-08-05,9.3
